Ballotpedia Person ID,Name,Twitter ID,ASD Override,Category,Account Type,Product,Validated,Facebook ID,Youtube,Instagram ID,Rumble,Telegram,TikTok ID,Column1,Verified
,Maffick,,,Russia,Media,Hamilton,,,,,,,maffick,,
,ManilaChan,manilachan,,Russia,Media,Hamilton,TRUE,,UC5uLugKm6OBvE1KQg4eb8jQ,manilachan_news,ManilaChanReports,manilachanreports,,,
,María Isabel Cevallos,chabycevallos,,Russia,Media,Hamilton,TRUE,,,chabycevallos,,,,,
,Mauricio Ampuero,mauricioampuero,,Russia,Media,Hamilton,TRUE,100063850424216,,,,,,,
,Maxim Altoury,altoury,,Russia,Media,Hamilton,TRUE,,,,,,,,
,mayamanna,mayamanna,,Russia,Media,Hamilton,TRUE,110349751152458,,mauricio_ampuero,,mayamanna,mauricio_ampuero,,
,media_dv,media_dv,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,MedvedevRussiaE,medvedevrussiae,,Russia,Diplomatic/Government,Hamilton,TRUE,Dmitry.Medvedev,,,,MedvedevRussiaE,,,
,MFinoshina_RT,mfinoshina_rt,,Russia,Media,Hamilton,TRUE,RealMariaFinoshina,UCMTsszBeLGMoc3iSUtALCsg,,,,,,
,mid_amur,mid_amur,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,mid_astrakhan,mid_astrakhan,,Russia,Diplomatic/Government,Hamilton,TRUE,MIDAstrakhan,,,,,,,
,MID_Kaliningrad,mid_kaliningrad,,Russia,Diplomatic/Government,Hamilton,TRUE,mfarussiakaliningrad,UCaKwleZqpGrjUMVZS45qC1w,mid.kaliningrad,,MID_Kaliningrad,,,
,mid_kamchatka,mid_kamchatka,,Russia,Diplomatic/Government,Hamilton,TRUE,MID.Kamchatka,,,,mid_rf_kamchatka,,,
,MID_Krasnodar,mid_krasnodar,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,mid_krasnodar,,,
,MID_OMSK,mid_omsk,,Russia,Diplomatic/Government,Hamilton,TRUE,MFARFOMSK,,,,OmskMFA,,,
,MID_Orenburg,mid_orenburg,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,new_MFA_Orenburg,,,
,MID_RF,mid_rf,,Russia,Diplomatic/Government,Hamilton,TRUE,MIDRussia,UCrVo0BXjIUlZ-YylYF8oNxg,mid.rus,,MID_Russia,midrussia,,
,MID_RF_ULANUDE,mid_rf_ulanude,,Russia,Diplomatic/Government,Hamilton,TRUE,miduude,,,,MID_RF_UU,,,
,MID_RnD,mid_rnd,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,RostovMFA,,,
,MID_SAMARA,mid_samara,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,MID_SAMARA,,,
,MID_SARATOV,mid_saratov,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,MID_SPb,mid_spb,,Russia,Diplomatic/Government,Hamilton,TRUE,100064780533987,,,,,,,
,MID_travel,mid_travel,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,DSKC_MID_Russia,,,
,MID_Ufa,mid_ufa,,Russia,Diplomatic/Government,Hamilton,TRUE,Ufa.MIDRussia,UClH2WatELlM6fd_r7tuH_LA,,,,,,
,MID_Vladivostok,mid_vladivostok,,Russia,Diplomatic/Government,Hamilton,TRUE,mfa.vladivostok,,mid_vladivostok,,mfavladivostok,,,
,MID_Voronezh,mid_voronezh,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,mid_vrn,,,
,MID_YS,mid_ys,,Russia,Diplomatic/Government,Hamilton,TRUE,MID.YSakhalinsk,,,,sakhalin_mid,,,
,MIDArkh,midarkh,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,MIDArkh,,,
,midbarnaul,midbarnaul,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,MidMurm,midmurm,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,MurmanskMFA,,,
,MIDNovosibirsk,midnovosibirsk,,Russia,Diplomatic/Government,Hamilton,TRUE,100064798803576,,,,novosbrsk_mid,,,
,MIDPetrozavodsk,midpetrozavodsk,,Russia,Diplomatic/Government,Hamilton,TRUE,MIDpetrozavodsk,,,,,,,
,MidSmol,midsmol,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,MFASmolensk,,,
,mission_rf,mission_rf,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,ViennaMissionRu,,,
,mission_russia,mission_russia,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,mission_russian,mission_russian,,Russia,Diplomatic/Government,Hamilton,TRUE,RusMissionGeneva,,,,RussiaGeneva,,,
,mod_russia,mod_russia,,Russia,Diplomatic/Government,Hamilton,TRUE,https:t.memod_russia,UCQGqX5Ndpm4snE0NTjyOJnA,,,mod_russia,,,
,MuradGazdiev,muradgazdiev,,Russia,Media,Hamilton,TRUE,murad.gazdiev,,,,Murad_Gazdiev,,,
,mwmidru,mwmidru,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,mrvmid,,,
,Nadège Abderrazak,nadege_abd,,Russia,Media,Hamilton,TRUE,100033124672367,UCXngv66jWyS_l6B0ZiLVXbg,,,nadegeabderrazak,,,
,natomission_ru,natomission_ru,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,NewswithEd,newswithed,,Russia,Media,Hamilton,TRUE,,,,,,,,
,NKudashev,nkudashev,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,NTV ,ntvru,,Russia,Media,Hamilton,,ntvofficial,UCvWh75TVsH7TGUB-A2Y_djw,,,ntvnews,ntvru,,
,OksanaBoyko_RT,oksanaboyko_rt,,Russia,Media,Hamilton,TRUE,,,,,,,,
,olympic_russia,olympic_russia,,Russia,Diplomatic/Government,Hamilton,TRUE,RusOlympicCommittee,,,,olympic_russia,,,
,OPEN MIC,rt_openmic,,Russia,Media,Hamilton,TRUE,,,,,,,,
,OSH_GENKON,osh_genkon,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Paula Slier,paulaslier,,Russia,Media,Hamilton,TRUE,PaulaSlierRT,,paulaslierrt,,,,,
,pc_mid_rf,pc_mid_rf,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,pmsimferopol,pmsimferopol,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,mfa_simferopol,,,
,Political Misfits,sputnikmisfits,,Russia,Media,Hamilton,TRUE,PoliticalMisfitsRadio,,sputnikmisfits,PoliticalMisfits,,,,
,PortableTVApp,portabletvapp,,Russia,Media,Hamilton,TRUE,portabletvapp,UCePxWQR-KqcT9hk_UFhNMbg,portabletvapp,,,portabletvapp,,
,Pravitelstvo_RF,pravitelstvo_rf,,Russia,Diplomatic/Government,Hamilton,TRUE,,UCYU2x_Ou168vbWcgH0c8t-g,,,government_rus,,,
,pskovmid,pskovmid,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,MID_Pskov,,,
,RachBlevins,rachblevins,,Russia,Media,Hamilton,TRUE,RachelBlevinsJournalist,,rachblevins,RachelBlevins,rachblevins,rachblevins,,
,Radio Sputnik ,,,Russia,Media,Hamilton,,,,,,,radio_sputnik,,
,rbth_es,rbth_es,,Russia,Media,Hamilton,TRUE,,,,,russiabeyondes,,,
,RCCinTelAviv,rccintelaviv,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,rccusa,rccusa,,Russia,Diplomatic/Government,Hamilton,TRUE,russianculturalcentreusa,UCJvDaqk3ghoJBCDOGIzMftw,,,,,,
,rcgnewyork,rcgnewyork,,Russia,Diplomatic/Government,Hamilton,TRUE,newyork.mid.ru,,,,,,,
,rcnk_bishkek,rcnk_bishkek,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,RCNKBrest,rcnkbrest,,Russia,Diplomatic/Government,Hamilton,TRUE,,,rcnkbrest,,rcnkbrest,,,
,Rconsulate,rconsulate,,Russia,Diplomatic/Government,Hamilton,TRUE,ruscg.liepaja,,rusgc.liepaja,,,,,
,RCSC_Tanzania,rcsc_tanzania,,Russia,Diplomatic/Government,Hamilton,TRUE,russianculturalcentretanzania,,,,,,,
,rdif_press,rdif_press,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,recostarica,recostarica,,Russia,Diplomatic/Government,Hamilton,TRUE,embajadacr,,,,EmbajadaRusa_CR,,,
,RedactedTonight,redactedtonight,,Russia,Media,Hamilton,TRUE,,,,,,,,
,redfishstream,redfishstream,,Russia,Media,Hamilton,TRUE,redfishstream,,,,,redfishstream,,
,RemiMaalouf,remimaalouf,,Russia,Media,Hamilton,TRUE,,,remimaalouf,,remimaalouf,,,
,Renegade_Inc,renegade_inc,,Russia,Media,Hamilton,TRUE,RenEconomist,UCs8SA3E0FAGsI6fdHZe88oQ,renegade_inc_,,,,,
,rf_osce,rf_osce,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,RFEmbassyGr,rfembassygr,,Russia,Diplomatic/Government,Hamilton,TRUE,RusEmbGreece,,rusembgreece,,rusembgreece,,,
,Rfembkazakhstan,rfembkazakhstan,,Russia,Diplomatic/Government,Hamilton,TRUE,,UChrATxniSm-cFlE6Y2Gx-NQ,rfembassykz,,rfembassykz,,,
,Ria Novosti 24/7,,,Russia,Media,Hamilton,,,,,,,ria_novosti_24_7,,
,riabreakingnews,riabreakingnews,,Russia,Media,Hamilton,TRUE,,,,,rian_ru,ria_novosti,,
,rianru,rianru,,Russia,Media,Hamilton,TRUE,,,,,rian_ru,ria_novosti,,
,RosatomGlobal,rosatomglobal,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,roshiaNOW,roshianow,,Russia,Media,Hamilton,TRUE,,,,,,,,
,Rostec_Russia,rostec_russia,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,rostecru,,,
,rs_sputnik,rs_sputnik,,Russia,Media,Hamilton,TRUE,,,,,SputnikSrbija,sputnik.srbija,,
,rsfm978,rsfm978,,Russia,Media,Hamilton,TRUE,,,,,,,,
,rsgov,rsgov,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,RSGovUK,rsgovuk,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,RT Argentina,rt_argentina,,Russia,Media,Hamilton,TRUE,,,,,,,,
,RT Balkans,rtbalkan,,Russia,Media,Hamilton,TRUE,,,,,,,,
,RT Deportes,,,Russia,Media,Hamilton,TRUE,RTdeporte,,,,,,,
,RT en Español,actualidadrt,,Russia,Media,Hamilton,TRUE,ActualidadRT,,actualidadrt,,,actualidadrt,,
,RT France,rtenfrancais,,Russia,Media,Hamilton,TRUE,RTFrance,UCqEVwTnDzlzKOGYNFemqnYA,rtfrance,,rtfrance_officiel,,,
,RT France_COM,rtfrancecom1,,Russia,Media,Hamilton,TRUE,,,,,,,,
,RT Futuro,,,Russia,Media,Hamilton,TRUE,RTfuturo,,,,RTfuturo,,,
,RT Hindi,rt_hindi_news,,Russia,Media,Hamilton,TRUE,,,,,,,,
,RT India,rt_india_news,,Russia,Media,Hamilton,TRUE,,,,,,,,
,RT Latin America,,,Russia,Media,Hamilton,TRUE,RTamericalatina,,,,,,,
,RT Play en Español,,,Russia,Media,Hamilton,TRUE,esRTmedia,,,,,,,
,RT Sport Arabic,,,Russia,Media,Hamilton,TRUE,rtarabic.sport,,,,,,,
,RT Viral,,,Russia,Media,Hamilton,TRUE,RTviral,,,,,,,
,rt_america,rt_america,,Russia,Media,Hamilton,TRUE,RTAmerica,,,,,,,
,rt_com,rt_com,,Russia,Media,Hamilton,TRUE,RTnews,,rt,RTNews,,rt.news,,
,rt_deutsch,rt_deutsch,,Russia,Media,Hamilton,TRUE,rtde,,,,,,,
,rt_doc,rt_doc,,Russia,Media,Hamilton,TRUE,RTDocumentary,,,,,,,
,RT_InoTV,rt_inotv,,Russia,Media,Hamilton,TRUE,rt.inotv,,,,,,,
,rt_pressoffice,rt_pressoffice,,Russia,Media,Hamilton,TRUE,,,,,,,,
,RT_PressOffice_,rt_pressoffice_,,Russia,Media,Hamilton,TRUE,,,,,,,,
,rt_russian,rt_russian,,Russia,Media,Hamilton,TRUE,RTRussian,,,,,,,
,rt_sputnik,rt_sputnik,,Russia,Media,Hamilton,TRUE,,,,,,,,
,RTarabic,rtarabic,,Russia,Media,Hamilton,TRUE,rtarabic.ru,,,,rtarabictelegram,,,
,RTarabic_Bn,rtarabic_bn,,Russia,Media,Hamilton,TRUE,,,,,,,,
,RTArNewsRoom,rtarnewsroom,Facebook,Russia,Media,Hamilton,TRUE,RTArNewsRoom,,,,,russian_rtd,,
,RTcreativeLab,rtcreativelab,,Russia,Media,Hamilton,TRUE,,,,,,,,
,rtd_rus,rtd_rus,,Russia,Media,Hamilton,TRUE,,,,,rtdru,,,
,RTonline_ar,rtonline_ar,,Russia,Media,Hamilton,TRUE,rtarabic.ru,,rtarabic_ru,,rtonlinearabic,,,
,rtsportnews,rtsportnews,,Russia,Media,Hamilton,TRUE,rtsportnews,,,,,,,
,rtuknews,rtuknews,,Russia,Media,Hamilton,TRUE,RTUKNews,,,,,,,
,rtukproducer,rtukproducer,,Russia,Media,Hamilton,TRUE,,,,,,,,
,RTUltimahora,rtultimahora,,Russia,Media,Hamilton,TRUE,,,,,,,,
,ru_radiosputnik,ru_radiosputnik,,Russia,Media,Hamilton,TRUE,radiosputnik.ru,,radio_sputnik,,radio_sputnik,radio_sputnik,,
,RuConsDubai,ruconsdubai,,Russia,Diplomatic/Government,Hamilton,TRUE,ruconsdubai,UCNLM9cbZ6STMQrYLh7_L5xA,,,,,,
,RuEmbZimbabwe,ruembzimbabwe,,Russia,Diplomatic/Government,Hamilton,TRUE,RuEmbZimbabwe,,rusembzim,,rusembzim,,,
,RuISEmbSwissGEO,ruisembswissgeo,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,rumunix,rumunix,,Russia,Diplomatic/Government,Hamilton,TRUE,gkmuenchen,,,,RusConsMunich,,,
,ruptly,ruptly,,Russia,Media,Hamilton,TRUE,Ruptly,,ruptly,,,,,
,ruptlystringer,ruptlystringer,,Russia,Media,Hamilton,TRUE,RuptlyStringer,,,,,,,
,RuptlyVU,ruptlyvu,,Russia,Media,Hamilton,TRUE,,,ruptlyvu,,ruptlybot,,,
,Rus_Emb_Ireland,rus_emb_ireland,,Russia,Diplomatic/Government,Hamilton,TRUE,RusEmbIreland,,rusemb.ireland,,russiainireland,,,
,rus_gk_deb,rus_gk_deb,,Russia,Diplomatic/Government,Hamilton,TRUE,100076489910294,,,,RusGKDebrecen,,,
,rusada,rusada,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,rusada_russia,,,
,RusAmbCambodia,rusambcambodia,,Russia,Diplomatic/Government,Hamilton,TRUE,RussianEmbassyInCambodia,UCGuIIqPViQ3YbJfowYFqpRA,russianembassy_cambodia,,Russian_Embassy_in_Cambodia,,,
,rusbissau,rusbissau,,Russia,Diplomatic/Government,Hamilton,TRUE,rusembguineabissau,,,,rus_emb_bis,,,
,rusbonn,rusbonn,,Russia,Diplomatic/Government,Hamilton,TRUE,ruskonsulatbonn,,,,GKRFBonn,,,
,RusBotschaft,rusbotschaft,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,RusBotschaft,,,
,RusBotWien,rusbotwien,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,RusBotWien_RU,,,
,RusCG_Barcelona,ruscg_barcelona,,Russia,Diplomatic/Government,Hamilton,TRUE,ConsuladoRusoBarcelona,,,,,,,
,RusCG_Bcn_ES,ruscg_bcn_es,,Russia,Diplomatic/Government,Hamilton,TRUE,ConsuladoRusoBarcelona,,,,,,,
,RusCG_MZS,ruscg_mzs,,Russia,Diplomatic/Government,Hamilton,TRUE,RusConsGenMZS,,,,,,,
,RusCons_Brest,ruscons_brest,,Russia,Diplomatic/Government,Hamilton,TRUE,RusConsBrest,,,,RusConsBrest,,,
,RusCons_Ruse,ruscons_ruse,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,consruse,,,
,ruscons_tx,ruscons_tx,,Russia,Diplomatic/Government,Hamilton,TRUE,RusConsTX,,,,,,,
,RusconsAntwerp,rusconsantwerp,,Russia,Diplomatic/Government,Hamilton,TRUE,Ruscons.in.Antwerpen,,,,rusconsantwerpen,,,
,RusConsCapetown,rusconscapetown,,Russia,Diplomatic/Government,Hamilton,TRUE,rusconscapetown,,rusconsct,,RusConsCT,,,
,rusconsgenova,rusconsgenova,,Russia,Diplomatic/Government,Hamilton,TRUE,rusconsgenova,,,,genovarus,,,
,rusconsjeddah,rusconsjeddah,,Russia,Diplomatic/Government,Hamilton,TRUE,RusConsInJeddah,,,,,,,
,rusconskharkov,rusconskharkov,,Russia,Diplomatic/Government,Hamilton,TRUE,RusConsKharkov,,rusconsulate.kharkov,,,,,
,RusConsKlaipeda,rusconsklaipeda,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,RusConsKlaipeda,,,
,RusConsNiigata,rusconsniigata,,Russia,Diplomatic/Government,Hamilton,TRUE,RusCGinNiigata,,,,rusconsniigata,,,
,RusConsSalzburg,rusconssalzburg,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,rusconsul_turku,rusconsul_turku,,Russia,Diplomatic/Government,Hamilton,TRUE,rusconsul.turku,,,,,,,
,RusConsulateDC,rusconsulatedc,,Russia,Diplomatic/Government,Hamilton,TRUE,RusConsulWashington,,,,,,,
,RusConsulGen,rusconsulgen,,Russia,Diplomatic/Government,Hamilton,TRUE,RusConsGeneve,,,,RusConsulGen,,,
,rusemb_dushanbe,rusemb_dushanbe,,Russia,Diplomatic/Government,Hamilton,TRUE,russianembassyintajikistan,,,,posolstvoRF,,,
,RusEmb_Ecuador,rusemb_ecuador,,Russia,Diplomatic/Government,Hamilton,TRUE,EmbRusiaEnEcuador,,,,EmbRusEc,,,
,RusEmb_Iceland,rusemb_iceland,,Russia,Diplomatic/Government,Hamilton,TRUE,100064680427483,,,,RusEmb_Iceland,,,
,RusEmb_Korea,rusemb_korea,,Russia,Diplomatic/Government,Hamilton,TRUE,RussianEmbassyKorea,,,,rembskorea,,,
,RusEmb_KSA,RusEmb_KSA,,Russia,Diplomatic/Government,Hamilton,TRUE,,,russian_embassy_riyadh,,rusembsaudi,,,
,RusEmb_LT,rusemb_lt,,Russia,Diplomatic/Government,Hamilton,TRUE,RusEmbassyLithuania,UC1ngrF1P8ujHb5lBMVX7DTw,,,RusEmbLT,,,
,rusemb_malaysia,rusemb_malaysia,,Russia,Diplomatic/Government,Hamilton,TRUE,rusembmalaysia,,,,rusembmalaysia,,,
,rusemb_pl,rusemb_pl,,Russia,Diplomatic/Government,Hamilton,TRUE,,UCJM4vxouZ1dZ6ScJ3juZCxw,,,,,,
,rusemb_rwanda,rusemb_rwanda,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,rusemb_tm,rusemb_tm,,Russia,Diplomatic/Government,Hamilton,TRUE,Rusembsukhum,,rusemb_abh,,rusemb_abh,,,
,RusembApsny,rusembapsny,,Russia,Diplomatic/Government,Hamilton,TRUE,Rusembsukhum,,rusemb_abh,,rusemb_abh,,,
,rusembassyARM,rusembassyarm,,Russia,Diplomatic/Government,Hamilton,TRUE,embassyru.am,UC9at-zSliNol969qNXcm4MQ,,,rusembassyarm,,,
,RusEmbassyIraq,rusembassyiraq,,Russia,Diplomatic/Government,Hamilton,TRUE,rusembassyiraq,,,,RussiaInIraq,,,
,RusEmbassyJ,rusembassyj,,Russia,Diplomatic/Government,Hamilton,TRUE,100066546578635,UCdPmD00M4yfA-4cu5swiKRg,,,rusembjp,,,
,RusEmbassyKabul,rusembassykabul,,Russia,Diplomatic/Government,Hamilton,TRUE,rusembafg,,rusemb.kabul,,rusembkabul,,,
,RusEmbassyMinsk,rusembassyminsk,,Russia,Diplomatic/Government,Hamilton,TRUE,embassyruminsk,UCdbmATOOjDE7HhdyHdTQbqA,embassyruminsk,,RusEmbassyMinsk,,,
,rusembassynl,rusembassynl,,Russia,Diplomatic/Government,Hamilton,TRUE,rusembassynl,UCBHNLE5SJXZdNjD432FwiOw,,,embrusnet,,,
,RusEmbassyUAE,rusembassyuae,,Russia,Diplomatic/Government,Hamilton,TRUE,rusembuae,,,,rusembuae,,,
,rusembau,rusembau,,Russia,Diplomatic/Government,Hamilton,TRUE,RusEmbAu,UCmOOAw8aaWBi_YISsSV7MDw,,,RusEmbAu,,,
,rusembbah,rusembbah,,Russia,Diplomatic/Government,Hamilton,TRUE,,,rus.emb.inbahrain,,RusEmbBahrain,,,
,rusembbangkok,rusembbangkok,,Russia,Diplomatic/Government,Hamilton,TRUE,RusEmbThailand,UCHQyO-51FPfz_Mm0asOcs4w,,,,,,
,rusembbih,rusembbih,,Russia,Diplomatic/Government,Hamilton,TRUE,rusembbih,,russian_embassy_in_bih,,rusembbih,,,
,rusembbrunei,rusembbrunei,,Russia,Diplomatic/Government,Hamilton,TRUE,,,rusembbrunei,,rusembbrunei,,,
,RusEmbBul,rusembbul,,Russia,Diplomatic/Government,Hamilton,TRUE,rusembul,UCu-_jyE2S2V8fUcXu1hmtkA,rusembul,,rusembul,,,
,Rusembchina,rusembchina,,Russia,Diplomatic/Government,Hamilton,TRUE,RusEmbChina,,,,rusembchina,UrBYcbS,,
,RusEmbCro,rusembcro,,Russia,Diplomatic/Government,Hamilton,TRUE,VeleposlanstvoRusijeuHrvatskoj,,veleposlanstvo_rusije,,veleposlanstvo,,,
,rusembcyprus,rusembcyprus,,Russia,Diplomatic/Government,Hamilton,TRUE,100064750864224,,,,rusembcy,,,
,RusEmbDK,rusembdk,,Russia,Diplomatic/Government,Hamilton,TRUE,100064293205572,UCG4aTLdZmsbOOAS6z5c7_pQ,russian_embassy_dk,,rusembdk,,,
,RusEmbDPRK,rusembdprk,,Russia,Diplomatic/Government,Hamilton,TRUE,RusEmbDPRK,,,,RusEmbDPRK,,,
,Rusembegypt,rusembegypt,,Russia,Diplomatic/Government,Hamilton,TRUE,100064391777157,UCxBISg1OToVoh5izfSxBHlg,,,rusembeg,,,
,rusemberitrea,rusemberitrea,,Russia,Diplomatic/Government,Hamilton,TRUE,russemberitrea,,rusemberitrea,,rusembasmara,,,
,RusEmbEthiopia,rusembethiopia,,Russia,Diplomatic/Government,Hamilton,TRUE,RussianEmbassyinEthiopia,,,,russiainethiopia,,,
,RusEmbGhana,rusembghana,,Russia,Diplomatic/Government,Hamilton,TRUE,Rusembghana,,,,embrusghana,,,
,RusEmbGhanaEng,rusembghanaeng,,Russia,Diplomatic/Government,Hamilton,TRUE,Rusembghana,,,,RusEmbHungary,,,
,rusembhungary,rusembhungary,,Russia,Diplomatic/Government,Hamilton,TRUE,RusEmbHungary,,,,RusEmbHungary,,,
,RusEmbIndia,rusembindia,,Russia,Diplomatic/Government,Hamilton,TRUE,RusEmbassyIndia,UCFpa_W-wWOHERbjDcU7oBsw,russiainindia,,RusEmbIndia,,,
,rusembiran,rusembiran,,Russia,Diplomatic/Government,Hamilton,TRUE,,,russian_embassy_tehran,,russianembassytehran,,,
,rusembitaly,rusembitaly,,Russia,Diplomatic/Government,Hamilton,TRUE,ambrusitalia,UCaz6P8ai9Gc88LLAJczcr2A,ambrussia.italia,,rusconsroma,,,
,rusembjakarta,rusembjakarta,,Russia,Diplomatic/Government,Hamilton,TRUE,RusEmbJakarta,,,,kedubesrusia,,,
,rusembjordan,rusembjordan,,Russia,Diplomatic/Government,Hamilton,TRUE,RusEmbJordan,,rusembjo,,rusembjo,,,
,rusembkenya,rusembkenya,,Russia,Diplomatic/Government,Hamilton,TRUE,RussianEmbassyKenya,,,,russembkenya,,,
,rusembkg,rusembkg,,Russia,Diplomatic/Government,Hamilton,TRUE,RusEmbassyKyrgyzstan,UCNkBQQuKTR5XnhrzcsekuAA,posolrfvkg,,rusembkg,,,
,RusEmbKuw,rusembkuw,,Russia,Diplomatic/Government,Hamilton,TRUE,RussianEmbassyKuwait,,russian_embassy_kuwait,,RussianEmbassyKuwait,,,
,rusembleb,rusembleb,,Russia,Diplomatic/Government,Hamilton,TRUE,rusembei,,,,rusembei,,,
,RusEmbLux,rusemblux,,Russia,Diplomatic/Government,Hamilton,TRUE,rusemblux,,,,rusemblux,,,
,rusembmalta,rusembmalta,,Russia,Diplomatic/Government,Hamilton,TRUE,100064639244714,UCJFOEMwAlwdCzyB2Tv87YtQ,,,RusEmbMalta,,,
,rusembmanila,rusembmanila,,Russia,Diplomatic/Government,Hamilton,TRUE,rusembassy.manila,,,,Russian_Embassy_in_Philippines,,,
,RusEmbMauritius,rusembmauritius,,Russia,Diplomatic/Government,Hamilton,TRUE,RusEmbMauritius,,RusEmbMNG,,rusembmauritius,,,
,RusEmbMNG,rusembmng,,Russia,Diplomatic/Government,Hamilton,TRUE,RusEmbMNG,UC4vH8IxzLGcXEvWTW7Snjtw,rusembmng,,Russian_Embassy_Mongolia,,,
,RusEmbNam,rusembnam,,Russia,Diplomatic/Government,Hamilton,TRUE,rusemnamib,,rusembassy,,EmbRussiaNamibia,,,
,RusEmbNigeria,rusembnigeria,,Russia,Diplomatic/Government,Hamilton,TRUE,nigeria.mid.ru,,,,RussEmbNigeria,,,
,RusEmbNo,rusembno,,Russia,Diplomatic/Government,Hamilton,TRUE,RusEmbNo,,rusembno,,RusEmbNo,,,
,rusembnz,rusembnz,,Russia,Diplomatic/Government,Hamilton,TRUE,rusembnz,,,,rusembnz,,,
,RusEmbPakistan,rusembpakistan,,Russia,Diplomatic/Government,Hamilton,TRUE,russianembassypakistan,,,,,,,
,RusEmbPeru,rusembperu,,Russia,Diplomatic/Government,Hamilton,TRUE,RusEmbPeru,UCFNDejvvAxKkDqtK-mOGxig,embrusperu,,rusiaenperu,,,
,RusEmbRSO,rusembrso,,Russia,Diplomatic/Government,Hamilton,TRUE,ambasadarus,UCJlRXUUtt4dDtu3x7USqQ6A,rusemb_slovakia,,rusembrso,,,
,RusEmbSey,rusembsey,,Russia,Diplomatic/Government,Hamilton,TRUE,RusEmbSey,,,,RusEmbSey,,,
,rusembsg,rusembsg,,Russia,Diplomatic/Government,Hamilton,TRUE,RusEmbSingapore,,rusembsg,,RusEmbSG,,,
,RusEmbSK,rusembsk,,Russia,Diplomatic/Government,Hamilton,TRUE,ambasadarus,UCJlRXUUtt4dDtu3x7USqQ6A,rusemb_slovakia,,velvyslanectvoruska,,,
,RusEmbSriLanka,rusembsrilanka,,Russia,Diplomatic/Government,Hamilton,TRUE,RusEmbSriLanka,,rusembsrilanka,,RusEmbSriLanka,,,
,rusembswe,rusembswe,,Russia,Diplomatic/Government,Hamilton,TRUE,RusEmbassySweden,,rusembswe,,rusembswe,,,
,RusEmbSwiss,rusembswiss,,Russia,Diplomatic/Government,Hamilton,TRUE,RusEmbSwiss,UCbDJZ3Z3hg5GhaDCITNTvZw,russembbern,,rusbern,,,
,RusEmbSyria,rusembsyria,,Russia,Diplomatic/Government,Hamilton,TRUE,EmbRusSyria,,,,,,,
,RusEmbTurkey,rusembturkey,,Russia,Diplomatic/Government,Hamilton,TRUE,RusEmbAnkara,,,,embrusturkey,,,
,rusembtz,rusembtz,,Russia,Diplomatic/Government,Hamilton,TRUE,,,rusembtz,,,,,
,RusEmbUganda,rusembuganda,,Russia,Diplomatic/Government,Hamilton,TRUE,RusEmbUganda,,rusemb.uganda,,rusembuganda,,,
,RusembUkraine,rusembukraine,,Russia,Diplomatic/Government,Hamilton,TRUE,RusEmbassyUkraine,UC3bsUqnbds9QdrW7H4Q2x8g,,,,,,
,rusembusa,rusembusa,,Russia,Diplomatic/Government,Hamilton,TRUE,RusEmbUSA,UCuAddJPLq28vzbAGZ9HlU0g,rusembusa,,EmbUSA,,,
