Category,Account Type,Name,"Position, Notes, or Reason for Inclusion",Twitter ID,Facebook ID,YouTube ID,Instagram ID, TikTok,Telegram ID, Threads, Rumble, VK, Bitchute, GETTR, Gab, OK, Parler, Podcast, Substack, TruthSocial,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Instagram username,YouTube channel ID,TikTok username,Threads username,Rumble channel,VK ID,Gab username,Odnoklassniki user numeric ID,Parler username,Truth Social username,updated
China,Diplomatic/Government,Zhang Meifang,Ministry of Foreign Affairs,cgmeifangzhang,,,,cgmeifangzhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,China Consulate in Dubai,Ministry of Foreign Affairs,cgprcindubai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Zhang Ping,Ministry of Foreign Affairs,cgzhangpingla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chen Huixin,Ministry of Foreign Affairs,chenhuixin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chen Mingjian,Ministry of Foreign Affairs,chenmingjian_cn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chen Ping,Ministry of Foreign Affairs,chenpingmfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chen Wendi,Ministry of Foreign Affairs,chenwendi11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in India,Ministry of Foreign Affairs,china_amb_india,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Wang Lixin,Ministry of Foreign Affairs,china_amb_mdv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Guo Shaochun,Ministry of Foreign Affairs,china_amb_zim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Lin Jing,Ministry of Foreign Affairs,china_diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Nigeria,Ministry of Foreign Affairs,china_emb_ng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Colombia,Ministry of Foreign Affairs,china_embajada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Consulate General in Lyon,Ministry of Foreign Affairs,china_lyon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Permanent Mission to the OPCW,Ministry of Foreign Affairs,china_opcw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Ukraine,Ministry of Foreign Affairs,china_ukraine_,chinaembua,,chinaemb_ua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Hou Yanqi,Ministry of Foreign Affairs,china2asean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Cao Zhongming,Ministry of Foreign Affairs,chinaambbelgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Tan Jian,Ministry of Foreign Affairs,chinaambnl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chen Xiaodong,Ministry of Foreign Affairs,chinaambsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Zhang Jun,Ministry of Foreign Affairs,chinaambun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Samoa,Ministry of Foreign Affairs,chinaandsamoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Consulate General in Christchurch,Ministry of Foreign Affairs,chinacg_cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Consulate General in Frankfurt am Main,Ministry of Foreign Affairs,chinacg_ffm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Consulate General in Munich,Ministry of Foreign Affairs,chinacg_muc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Consulate General in New York,Ministry of Foreign Affairs,chinacg_nyc,,,chinacg_nyc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Consulate General in Calgary,Ministry of Foreign Affairs,chinacgcalgary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Consulate General in Edinburgh,Ministry of Foreign Affairs,chinacgedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Consulate General in Montréal,Ministry of Foreign Affairs,chinacgmtl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Consulate General in Almaty,Ministry of Foreign Affairs,chinaconsalmaty,,,chinaconsalmaty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Consulate General in Chicago,Ministry of Foreign Affairs,chinaconsulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Consulate General in Istanbul Spokesperson,Ministry of Foreign Affairs,chinaconsulist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Consulate General in Sydney,Ministry of Foreign Affairs,chinaconsydney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Greece,Ministry of Foreign Affairs,chinaemb_hellas,,,chinaemb_hellas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in South Sudan,Ministry of Foreign Affairs,chinaemb_juba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Zhao Zhiyuan,Ministry of Foreign Affairs,chinaembaddis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Chile,Ministry of Foreign Affairs,chinaembajada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Dominican Republic,Ministry of Foreign Affairs,chinaembajadard,,,chinaembajada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Algeria,Ministry of Foreign Affairs,chinaembalgeria,profile.php?id=100064477878508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Angola,Ministry of Foreign Affairs,chinaembangola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Antigua and Barbuda,Ministry of Foreign Affairs,chinaembantigua,ChineseEmbassyinAntiguaandBarbuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Argentina,Ministry of Foreign Affairs,chinaembarg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Maldives,Ministry of Foreign Affairs,chinaembassy_mv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Malawi,Ministry of Foreign Affairs,chinaembassy_mw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Albania,Ministry of Foreign Affairs,chinaembassyt,ChinaembassyT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Austria,Ministry of Foreign Affairs,chinaembaustria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Bahrain,Ministry of Foreign Affairs,chinaembbahrain,profile.php?id=100090874324645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Rep. of Congo (Brazzaville),Ministry of Foreign Affairs,chinaembcongobz,chinaembcongobz,,,ambassadechineaucongo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
China,Diplomatic/Government,Chinese Embassy in Croatia,Ministry of Foreign Affairs,chinaembcroatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Belgium,Ministry of Foreign Affairs,chinaembe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Eritrea,Ministry of Foreign Affairs,chinaemberitrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Spain,Ministry of Foreign Affairs,chinaembesp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Germany,Ministry of Foreign Affairs,chinaembgermany,,,chinesische.botschaft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Grenada,Ministry of Foreign Affairs,chinaembgrenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Switzerland,Ministry of Foreign Affairs,chinaembinch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Ghana,Ministry of Foreign Affairs,chinaembingh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Mauritania,Ministry of Foreign Affairs,chinaembinmr,profile.php?id=100064680614335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in New Zealand,Ministry of Foreign Affairs,chinaembinnz,ChineseEmbassyInNZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Rwanda,Ministry of Foreign Affairs,chinaembinrw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Ireland,Ministry of Foreign Affairs,chinaembireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Zhao Xing,Ministry of Foreign Affairs,chinaembkabul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Kazakhstan,Ministry of Foreign Affairs,chinaembkazakh,,,chinaembkazakh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Saudi Arabia,Ministry of Foreign Affairs,chinaembksa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Kuwait,Ministry of Foreign Affairs,chinaembkuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Lesotho,Ministry of Foreign Affairs,chinaemblesotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Malta,Ministry of Foreign Affairs,chinaembmalta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Philippines,Ministry of Foreign Affairs,chinaembmanila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Namibia,Ministry of Foreign Affairs,chinaembnamibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Netherlands,Ministry of Foreign Affairs,chinaembnl,chinaembnl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Canada,Ministry of Foreign Affairs,chinaembottawa,,,,chineseembassyincanada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Peru,Ministry of Foreign Affairs,chinaembperu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Poland,Ministry of Foreign Affairs,chinaembpoland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Portugal,Ministry of Foreign Affairs,chinaembpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Sri Lanka,Ministry of Foreign Affairs,chinaembsl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Slovakia,Ministry of Foreign Affairs,chinaembsvk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Slovenia,Ministry of Foreign Affairs,chinaemslovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in EU,Ministry of Foreign Affairs,chinaeumission,,missionofchinatotheeu3586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Denmark,Ministry of Foreign Affairs,chinaindenmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Qian Minjian,Ministry of Foreign Affairs,chinainlebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Consulate General in Vancouver,Ministry of Foreign Affairs,chinainvan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Iraq,Ministry of Foreign Affairs,chinairaq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in United Nations (NYC),Ministry of Foreign Affairs,chinamission2un,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Switzerland (UN Missions),Ministry of Foreign Affairs,chinamissiongva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Wang Xiaojian,Ministry of Foreign Affairs,chinaspox_india,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Mali,Ministry of Foreign Affairs,chine_au_mali,AmbChineMali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Guinea,Ministry of Foreign Affairs,chine_guinee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Sénégal,Ministry of Foreign Affairs,chineambassade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Djibouti,Ministry of Foreign Affairs,chineambdjibout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Morocco,Ministry of Foreign Affairs,chineambmaroc,ChineAmbMaroc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Liu Jin,Ministry of Foreign Affairs,chineseamb_gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Kong Xianhua,Ministry of Foreign Affairs,chinesecgmumbai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Consulate General in Melbourne,Ministry of Foreign Affairs,chinesecon_mel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Fiji,Ministry of Foreign Affairs,chineseemb_fj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Papua New Guinea,Ministry of Foreign Affairs,chineseemb_png,ChineseEmbPNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Uganda,Ministry of Foreign Affairs,chineseemb_uga,Chinese.Emb.Uga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Thailand,Ministry of Foreign Affairs,chineseembassy1,,,,chineseembassyinthailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Jordan,Ministry of Foreign Affairs,chineseembassyj,Chinaemb.Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Hungary,Ministry of Foreign Affairs,chineseembinhu,ChinaEmbHungar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Montenegro,Ministry of Foreign Affairs,chineseembinmne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Russia,Ministry of Foreign Affairs,chineseembinrus,AmbasadaChineiinRomania,,,chineseembinrus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in United Kingdom (UK),Ministry of Foreign Affairs,chineseembinuk,,chineseembassyinuk4659,,chineseembassyinuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in United States,Ministry of Foreign Affairs,chineseembinus,ChineseEmbassyinUS,,,chineseembassyinus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Kenya,Ministry of Foreign Affairs,chineseembkenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Yemen,Ministry of Foreign Affairs,chineseembtoyem,chineseembtoyemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Tanzania,Ministry of Foreign Affairs,chineseembtz,tz.chineseembassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
China,Diplomatic/Government,Chinese Embassy in Estonia,Ministry of Foreign Affairs,chineseestonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Liberia,Ministry of Foreign Affairs,chineseliberia,CNAmbLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Somalia,Ministry of Foreign Affairs,chinesesomalia,chinainsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Zimbabwe,Ministry of Foreign Affairs,chinesezimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Egypt,Ministry of Foreign Affairs,chn_egy,hineseEmbinEgypt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Consulate General in Osaka,Ministry of Foreign Affairs,chnconsul_osaka,,user-kr2ke5sy6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Consulate General in Fukuoka,Ministry of Foreign Affairs,chnconsulatefuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Consulate General in Johannesburg,Ministry of Foreign Affairs,chnconsulatejhb,,,,chnconsulategeneraljhb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Consulate General in Nagasaki,Ministry of Foreign Affairs,chnconsulatenag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Consulate General in Nagoya,Ministry of Foreign Affairs,chnconsulatengo,,user-vz3fv8md2p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Consulate General in Niigata,Ministry of Foreign Affairs,chnconsulatengt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Japan,Ministry of Foreign Affairs,chnembassy_jp,profile.php?id=100072261466319,,,chnembassy_jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Sudan,Ministry of Foreign Affairs,chnembinsudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Suriname,Ministry of Foreign Affairs,chnembsuriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Liu Yuyin,Ministry of Foreign Affairs,chnmission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Consulate General in Strasbourg,Ministry of Foreign Affairs,consulat_de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Consulate General in San Francisco,Ministry of Foreign Affairs,consulatesan,,user-cq4mw4or9e,chineseconsulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Consulate General in Barcelona,Ministry of Foreign Affairs,consulchinabcn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Consulate General in Rio de Janeiro,Ministry of Foreign Affairs,consulchinarj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,DIOC,Ministry of Foreign Affairs,dioc_mfa_china,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Zhao Qinghua,Ministry of Foreign Affairs,dr_zhaoqinghua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Zhao Yanbo,Ministry of Foreign Affairs,drzhaoyanbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Zhao Yongchen,Ministry of Foreign Affairs,drzhaoyongchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Du Ping,Ministry of Foreign Affairs,dupingchn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Malawi (Economic Counsellor),Ministry of Foreign Affairs,economicmalawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Brazil,Ministry of Foreign Affairs,embaixadachina,,EmbaixadadaChinanoBrasil,embaixadachina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Ecuador,Ministry of Foreign Affairs,embajadachinaec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in El Salvador,Ministry of Foreign Affairs,embajadachinasv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Wang Gang,Ministry of Foreign Affairs,embajadorcn_uy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Tonga,Ministry of Foreign Affairs,embassy_chinese,119136479495395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
China,Diplomatic/Government,Chinese Embassy in Serbia,Ministry of Foreign Affairs,embchina_rs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Cuba,Ministry of Foreign Affairs,embchinacuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Equatorial Guinea,Ministry of Foreign Affairs,embchinage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Mexico,Ministry of Foreign Affairs,embchinamex,EmbChinaMex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Diplomatic/Government,Chinese Embassy in Panama,Ministry of Foreign Affairs,embchinapa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
